Counts: 	19779	19779	25	0	0	0	3	4779	903	1	4	0	0	12190	25	2	2	1	213	
B2G1K4	B2G1K4_ANOGA	Anopheles gambiae												7165.AGAP008946-PA;						
F2YBD0	F2YBD0_ANOGA	Anopheles gambiae																		
Q7QF62	Q7QF62_ANOGA	Anopheles gambiae						Q7QF62;						7165.AGAP000321-PA;						
Q7QIS8	Q7QIS8_ANOGA	Anopheles gambiae						Q7QIS8;						7165.AGAP007048-PA;						
F2YBD1	F2YBD1_ANOGA	Anopheles gambiae																		
Q7PM78	Q7PM78_ANOGA	Anopheles gambiae						Q7PM78;						7165.AGAP010259-PA;						
Q7PLY5	Q7PLY5_ANOGA	Anopheles gambiae							Q7PLY5;					7165.AGAP003309-PB;						
Q7QF21	Q7QF21_ANOGA	Anopheles gambiae												7165.AGAP000264-PA;						
Q7QI90	Q7QI90_ANOGA	Anopheles gambiae						Q7QI90;												
Q7Q3J7	Q7Q3J7_ANOGA	Anopheles gambiae												7165.AGAP007917-PA;						
Q7PTI4	Q7PTI4_ANOGA	Anopheles gambiae						Q7PTI4;						7165.AGAP003895-PA;						
Q7QI50	Q7QI50_ANOGA	Anopheles gambiae												7165.AGAP005297-PA;						
Q7PQR5	Q7PQR5_ANOGA	Anopheles gambiae												7165.AGAP003133-PA;						
Q7PF15	Q7PF15_ANOGA	Anopheles gambiae																		
F5HK72	F5HK72_ANOGA	Anopheles gambiae												7165.AGAP013174-PA;						
Q7PPB5	Q7PPB5_ANOGA	Anopheles gambiae																		
Q7QI42	Q7QI42_ANOGA	Anopheles gambiae						Q7QI42;	Q7QI42;					7165.AGAP005306-PA;						
Q7QH06	Q7QH06_ANOGA	Anopheles gambiae												7165.AGAP010978-PA;						
B2G0N7	B2G0N7_ANOGA	Anopheles gambiae												7165.AGAP005065-PA;						
Q5TTT7	Q5TTT7_ANOGA	Anopheles gambiae												7165.AGAP002516-PA;						
Q5TRN8	Q5TRN8_ANOGA	Anopheles gambiae							Q5TRN8;					7165.AGAP005449-PA;						
Q7QBY0	Q7QBY0_ANOGA	Anopheles gambiae												7165.AGAP002357-PA;						
Q7PS29	Q7PS29_ANOGA	Anopheles gambiae												7165.AGAP000422-PA;						
Q7PQX1	Q7PQX1_ANOGA	Anopheles gambiae												7165.AGAP002693-PA;						
Q7PP93	Q7PP93_ANOGA	Anopheles gambiae												7165.AGAP006376-PA;						
Q7PZX1	Q7PZX1_ANOGA	Anopheles gambiae																		
Q7PJR3	Q7PJR3_ANOGA	Anopheles gambiae						Q7PJR3;						7165.AGAP010786-PA;						
F5HKE0	F5HKE0_ANOGA	Anopheles gambiae												7165.AGAP013516-PB;						
F5HIW0	F5HIW0_ANOGA	Anopheles gambiae												7165.AGAP002150-PB;						
F5HLA3	F5HLA3_ANOGA	Anopheles gambiae												7165.AGAP003546-PC;						
F5HKU5	F5HKU5_ANOGA	Anopheles gambiae												7165.AGAP013451-PA;						
F5HM50	F5HM50_ANOGA	Anopheles gambiae																		
F5HMN8	F5HMN8_ANOGA	Anopheles gambiae						F5HMN8;						7165.AGAP001497-PA;						
Q7QFM0	Q7QFM0_ANOGA	Anopheles gambiae																		
F5HMI5	F5HMI5_ANOGA	Anopheles gambiae												7165.AGAP013145-PB;						
F5HMC4	F5HMC4_ANOGA	Anopheles gambiae												7165.AGAP013155-PA;						
Q4JS97	Q4JS97_ANOGA	Anopheles gambiae																		
A0NGY7	A0NGY7_ANOGA	Anopheles gambiae																		
Q7PMX5	Q7PMX5_ANOGA	Anopheles gambiae						Q7PMX5;						7165.AGAP011421-PA;						
F5HKP4	F5HKP4_ANOGA	Anopheles gambiae												7165.AGAP002711-PA;						
Q7PUF5	Q7PUF5_ANOGA	Anopheles gambiae												7165.AGAP001448-PA;						
Q7Q0X2	Q7Q0X2_ANOGA	Anopheles gambiae						Q7Q0X2;						7165.AGAP010090-PA;						
F5HKX0	F5HKX0_ANOGA	Anopheles gambiae												7165.AGAP013442-PC;						
F5HJJ2	F5HJJ2_ANOGA	Anopheles gambiae																		
Q7Q3I4	Q7Q3I4_ANOGA	Anopheles gambiae												7165.AGAP007889-PA;						
Q7Q5U5	Q7Q5U5_ANOGA	Anopheles gambiae												7165.AGAP006203-PA;						
Q5TWE2	Q5TWE2_ANOGA	Anopheles gambiae						Q5TWE2;						7165.AGAP006712-PA;						
Q7Q1U8	Q7Q1U8_ANOGA	Anopheles gambiae						Q7Q1U8;	Q7Q1U8;					7165.AGAP009623-PA;					SUBUNIT: Homotetramer. {ECO:0000256|RuleBase:RU361160}.	
Q7Q448	Q7Q448_ANOGA	Anopheles gambiae						Q7Q448;						7165.AGAP008207-PA;						
Q7Q9K0	Q7Q9K0_ANOGA	Anopheles gambiae						Q7Q9K0;	Q7Q9K0;					7165.AGAP005197-PA;						
Q7QCB1	Q7QCB1_ANOGA	Anopheles gambiae						Q7QCB1;												
Q7PW20	Q7PW20_ANOGA	Anopheles gambiae						Q7PW20;						7165.AGAP009117-PA;						
F5HM19	F5HM19_ANOGA	Anopheles gambiae												7165.AGAP001091-PB;						
Q7Q788	Q7Q788_ANOGA	Anopheles gambiae						Q7Q788;						7165.AGAP005435-PA;						
Q7Q7D9	Q7Q7D9_ANOGA	Anopheles gambiae						Q7Q7D9;						7165.AGAP005362-PA;						
A0NDC0	A0NDC0_ANOGA	Anopheles gambiae																		
L7T7J1	L7T7J1_ANOGA	Anopheles gambiae																		
Q7PXU3	Q7PXU3_ANOGA	Anopheles gambiae						Q7PXU3;						7165.AGAP001561-PB;						
Q7Q2K7	Q7Q2K7_ANOGA	Anopheles gambiae							Q7Q2K7;					7165.AGAP004693-PA;						
L7RS63	L7RS63_ANOGA	Anopheles gambiae												7165.AGAP006348-PA;						
A0NH95	A0NH95_ANOGA	Anopheles gambiae						A0NH95;						7165.AGAP001112-PA;						
L7T7Y6	L7T7Y6_ANOGA	Anopheles gambiae																		
Q7QHM4	Q7QHM4_ANOGA	Anopheles gambiae						Q7QHM4;	Q7QHM4;					7165.AGAP011254-PA;						
L7RJF7	L7RJF7_ANOGA	Anopheles gambiae												7165.AGAP006421-PA;						
Q7QKH0	Q7QKH0_ANOGA	Anopheles gambiae						Q7QKH0;						7165.AGAP009435-PA;						
B2FZB6	B2FZB6_ANOGA	Anopheles gambiae																		
Q7QCA2	Q7QCA2_ANOGA	Anopheles gambiae												7165.AGAP002523-PA;						
A0NH17	A0NH17_ANOGA	Anopheles gambiae																		
Q7Q8T5	Q7Q8T5_ANOGA	Anopheles gambiae												7165.AGAP010567-PA;						
L7TA31	L7TA31_ANOGA	Anopheles gambiae						L7TA31;												
A7UUA9	A7UUA9_ANOGA	Anopheles gambiae																		
A0NBC9	A0NBC9_ANOGA	Anopheles gambiae						A0NBC9;						7165.AGAP007207-PA;						
A7UUV1	A7UUV1_ANOGA	Anopheles gambiae							A7UUV1;					7165.AGAP004773-PA;						
Q5TRK8	Q5TRK8_ANOGA	Anopheles gambiae																		
A7UTC5	A7UTC5_ANOGA	Anopheles gambiae												7165.AGAP003351-PA;						
F5HKI5	F5HKI5_ANOGA	Anopheles gambiae						F5HKI5;						7165.AGAP002879-PB;						
A7UVA9	A7UVA9_ANOGA	Anopheles gambiae																		
Q7Q949	Q7Q949_ANOGA	Anopheles gambiae												7165.AGAP004845-PA;						
Q7QJP6	Q7QJP6_ANOGA	Anopheles gambiae						Q7QJP6;						7165.AGAP007606-PA;						
Q7PJP8	Q7PJP8_ANOGA	Anopheles gambiae						Q7PJP8;						7165.AGAP003982-PB;						
Q7QID8	Q7QID8_ANOGA	Anopheles gambiae						Q7QID8;						7165.AGAP006797-PA;						
Q7QAI3	Q7QAI3_ANOGA	Anopheles gambiae												7165.AGAP003687-PA;						
Q7Q355	Q7Q355_ANOGA	Anopheles gambiae												7165.AGAP011492-PA;						
Q7Q6S0	Q7Q6S0_ANOGA	Anopheles gambiae						Q7Q6S0;						7165.AGAP005707-PA;						
Q7Q634	Q7Q634_ANOGA	Anopheles gambiae																		
Q7QKD4	Q7QKD4_ANOGA	Anopheles gambiae												7165.AGAP002275-PA;						
Q7QI49	Q7QI49_ANOGA	Anopheles gambiae												7165.AGAP005298-PA;						
Q5TMT9	Q5TMT9_ANOGA	Anopheles gambiae							Q5TMT9;					7165.AGAP012001-PA;						
Q5TNT6	Q5TNT6_ANOGA	Anopheles gambiae												7165.AGAP012755-PA;						
Q5TMY2	Q5TMY2_ANOGA	Anopheles gambiae												7165.AGAP012406-PA;						
Q5TNS1	Q5TNS1_ANOGA	Anopheles gambiae						Q5TNS1;						7165.AGAP010293-PA;						
Q7QF75	Q7QF75_ANOGA	Anopheles gambiae												7165.AGAP000337-PA;						
Q5TP41	Q5TP41_ANOGA	Anopheles gambiae						Q5TP41;						7165.AGAP009791-PA;						
Q7QG13	Q7QG13_ANOGA	Anopheles gambiae																		
Q6VAX3	Q6VAX3_ANOGA	Anopheles gambiae						Q6VAX3;						7165.AGAP011503-PA;						
Q7QKG5	Q7QKG5_ANOGA	Anopheles gambiae							Q7QKG5;					7165.AGAP009444-PA;						
Q7PFS7	Q7PFS7_ANOGA	Anopheles gambiae												7165.AGAP003787-PA;						
Q7Q0C5	Q7Q0C5_ANOGA	Anopheles gambiae						Q7Q0C5;						7165.AGAP012387-PA;						
Q7Q642	Q7Q642_ANOGA	Anopheles gambiae												7165.AGAP006055-PA;						
Q5TRN3	Q5TRN3_ANOGA	Anopheles gambiae																		
A5A207	A5A207_ANOGA	Anopheles gambiae												7165.AGAP005540-PA;						
Q7QDV0	Q7QDV0_ANOGA	Anopheles gambiae						Q7QDV0;	Q7QDV0;					7165.AGAP010429-PA;						
Q7PV80	Q7PV80_ANOGA	Anopheles gambiae							Q7PV80;					7165.AGAP012057-PA;						
Q7QAE3	Q7QAE3_ANOGA	Anopheles gambiae							Q7QAE3;											
L7RM79	L7RM79_ANOGA	Anopheles gambiae												7165.AGAP006348-PA;						
A0NET1	A0NET1_ANOGA	Anopheles gambiae						A0NET1;						7165.AGAP006432-PA;						
Q7QIN6	Q7QIN6_ANOGA	Anopheles gambiae																		
Q5TQG6	Q5TQG6_ANOGA	Anopheles gambiae																		
A7USC7	A7USC7_ANOGA	Anopheles gambiae												7165.AGAP009466-PA;						
Q7QJG2	Q7QJG2_ANOGA	Anopheles gambiae						Q7QJG2;	Q7QJG2;					7165.AGAP007502-PA;						
Q7Q0X3	Q7Q0X3_ANOGA	Anopheles gambiae							Q7Q0X3;					7165.AGAP010087-PA;						
L7T5E4	L7T5E4_ANOGA	Anopheles gambiae												7165.AGAP007060-PA;						
L7TBW2	L7TBW2_ANOGA	Anopheles gambiae												7165.AGAP007035-PA;						
Q7QHZ7	Q7QHZ7_ANOGA	Anopheles gambiae												7165.AGAP000989-PA;						
L7TBX3	L7TBX3_ANOGA	Anopheles gambiae																		
L7RST0	L7RST0_ANOGA	Anopheles gambiae												7165.AGAP006974-PA;						
Q7QFG1	Q7QFG1_ANOGA	Anopheles gambiae																		
A0NEJ6	A0NEJ6_ANOGA	Anopheles gambiae																		
A7URY9	A7URY9_ANOGA	Anopheles gambiae																		
Q6IDY7	Q6IDY7_ANOGA	Anopheles gambiae						Q6IDY7;						7165.AGAP003439-PA;						
L7RGB6	L7RGB6_ANOGA	Anopheles gambiae																		
Q7PXN8	Q7PXN8_ANOGA	Anopheles gambiae												7165.AGAP001499-PB;						
Q7PYJ6	Q7PYJ6_ANOGA	Anopheles gambiae																	SUBUNIT: The 26S proteasome consists of a 20S proteasome core and two 19S regulatory subunits. The 20S proteasome core is composed of 28 subunits that are arranged in four stacked rings, resulting in a barrel-shaped structure. The two end rings are each formed by seven alpha subunits, and the two central rings are each formed by seven beta subunits. {ECO:0000256|RuleBase:RU000551}.	
Q7PSP5	Q7PSP5_ANOGA	Anopheles gambiae												7165.AGAP011331-PG;						
Q7QE81	Q7QE81_ANOGA	Anopheles gambiae							Q7QE81;					7165.AGAP000781-PA;						
Q7QFI6	Q7QFI6_ANOGA	Anopheles gambiae												7165.AGAP000506-PA;						
Q7QHU5	Q7QHU5_ANOGA	Anopheles gambiae												7165.AGAP011358-PA;						
A0NGA6	A0NGA6_ANOGA	Anopheles gambiae												7165.AGAP009123-PA;						
A0NG53	A0NG53_ANOGA	Anopheles gambiae												7165.AGAP010286-PE;						
Q7PSV5	Q7PSV5_ANOGA	Anopheles gambiae												7165.AGAP001027-PA;						
A0NG40	A0NG40_ANOGA	Anopheles gambiae																		
Q7PML6	Q7PML6_ANOGA	Anopheles gambiae												7165.AGAP003972-PA;						
Q7Q2L9	Q7Q2L9_ANOGA	Anopheles gambiae						Q7Q2L9;						7165.AGAP004708-PA;						
Q7PY64	Q7PY64_ANOGA	Anopheles gambiae																		
Q7QC37	Q7QC37_ANOGA	Anopheles gambiae						Q7QC37;						7165.AGAP002432-PA;						
Q7PXQ7	Q7PXQ7_ANOGA	Anopheles gambiae						Q7PXQ7;						7165.AGAP001527-PA;						
Q7QAK4	Q7QAK4_ANOGA	Anopheles gambiae												7165.AGAP003651-PA;						
Q950K2	Q950K2_ANOGA	Anopheles gambiae																		
Q7Q7V9	Q7Q7V9_ANOGA	Anopheles gambiae												7165.AGAP004996-PA;						
A0NGL0	A0NGL0_ANOGA	Anopheles gambiae						A0NGL0;						7165.AGAP012294-PA;						
Q7Q6Z4	Q7Q6Z4_ANOGA	Anopheles gambiae						Q7Q6Z4;												
Q7PWM2	Q7PWM2_ANOGA	Anopheles gambiae						Q7PWM2;						7165.AGAP008917-PA;					SUBUNIT: Homodimer. {ECO:0000256|RuleBase:RU362094}.	
Q7QK67	Q7QK67_ANOGA	Anopheles gambiae												7165.AGAP002175-PA;						
Q5TQC0	Q5TQC0_ANOGA	Anopheles gambiae												7165.AGAP008366-PA;						
A0NC56	A0NC56_ANOGA	Anopheles gambiae																		
A7USA3	A7USA3_ANOGA	Anopheles gambiae																		
A7US39	A7US39_ANOGA	Anopheles gambiae												7165.AGAP011120-PA;						
Q7PSE7	Q7PSE7_ANOGA	Anopheles gambiae												7165.AGAP009321-PA;						
A7UTD1	A7UTD1_ANOGA	Anopheles gambiae												7165.AGAP004846-PB;						
A7UV25	A7UV25_ANOGA	Anopheles gambiae																		
A7UV29	A7UV29_ANOGA	Anopheles gambiae																		
A7USK5	A7USK5_ANOGA	Anopheles gambiae																		
A7US86	A7US86_ANOGA	Anopheles gambiae												7165.AGAP010976-PA;						
Q7PXW1	Q7PXW1_ANOGA	Anopheles gambiae												7165.AGAP001625-PA;						
Q7PUS2	Q7PUS2_ANOGA	Anopheles gambiae																		
B2FZD5	B2FZD5_ANOGA	Anopheles gambiae												7165.AGAP011326-PA;						
Q7PW00	Q7PW00_ANOGA	Anopheles gambiae												7165.AGAP009134-PA;						
Q7Q5Z2	Q7Q5Z2_ANOGA	Anopheles gambiae												7165.AGAP006125-PA;						
Q7Q7B9	Q7Q7B9_ANOGA	Anopheles gambiae												7165.AGAP005392-PA;						
A7UUM4	A7UUM4_ANOGA	Anopheles gambiae																		
Q7Q7Q1	Q7Q7Q1_ANOGA	Anopheles gambiae												7165.AGAP004626-PA;						
A7URI8	A7URI8_ANOGA	Anopheles gambiae						A7URI8;						7165.AGAP007253-PA;						
A0NH86	A0NH86_ANOGA	Anopheles gambiae												7165.AGAP001192-PA;						
Q7PVH8	Q7PVH8_ANOGA	Anopheles gambiae						Q7PVH8;												
Q7Q2P5	Q7Q2P5_ANOGA	Anopheles gambiae												7165.AGAP004750-PA;						
A0NBN6	A0NBN6_ANOGA	Anopheles gambiae												7165.AGAP006776-PA;						
Q7Q4A3	Q7Q4A3_ANOGA	Anopheles gambiae						Q7Q4A3;												
Q7PV70	Q7PV70_ANOGA	Anopheles gambiae						Q7PV70;						7165.AGAP012304-PA;						
Q7PMK4	Q7PMK4_ANOGA	Anopheles gambiae																		
Q7PSR5	Q7PSR5_ANOGA	Anopheles gambiae							Q7PSR5;					7165.AGAP011284-PA;						
Q7PYE7	Q7PYE7_ANOGA	Anopheles gambiae						Q7PYE7;	Q7PYE7;					7165.AGAP001903-PA;						
Q7Q580	Q7Q580_ANOGA	Anopheles gambiae						Q7Q580;						7165.AGAP006594-PA;						
Q7Q5X5	Q7Q5X5_ANOGA	Anopheles gambiae												7165.AGAP006155-PA;						
Q7QC73	Q7QC73_ANOGA	Anopheles gambiae												7165.AGAP002482-PA;						
Q7QCZ3	Q7QCZ3_ANOGA	Anopheles gambiae						Q7QCZ3;						7165.AGAP002872-PA;						
Q7PYE4	Q7PYE4_ANOGA	Anopheles gambiae						Q7PYE4;						7165.AGAP001899-PA;						
Q7Q636	Q7Q636_ANOGA	Anopheles gambiae												7165.AGAP006061-PA;						
Q7PTH9	Q7PTH9_ANOGA	Anopheles gambiae																		
Q7PWF6	Q7PWF6_ANOGA	Anopheles gambiae						Q7PWF6;						7165.AGAP008984-PA;						
A7UT65	A7UT65_ANOGA	Anopheles gambiae																		
Q5TNB1	Q5TNB1_ANOGA	Anopheles gambiae						Q5TNB1;	Q5TNB1;					7165.AGAP009036-PC;						
Q5TR90	Q5TR90_ANOGA	Anopheles gambiae																		
Q5TML7	Q5TML7_ANOGA	Anopheles gambiae						Q5TML7;						7165.AGAP011737-PA;						
Q7Q8W6	Q7Q8W6_ANOGA	Anopheles gambiae						Q7Q8W6;						7165.AGAP010517-PA;						
Q7PYT4	Q7PYT4_ANOGA	Anopheles gambiae												7165.AGAP002097-PA;						
L7T6K9	L7T6K9_ANOGA	Anopheles gambiae																		
L7T5R4	L7T5R4_ANOGA	Anopheles gambiae																		
Q7QCZ8	Q7QCZ8_ANOGA	Anopheles gambiae												7165.AGAP002880-PA;						
Q7PVV8	Q7PVV8_ANOGA	Anopheles gambiae						Q7PVV8;						7165.AGAP009172-PA;						
Q7PYI8	Q7PYI8_ANOGA	Anopheles gambiae												7165.AGAP001960-PA;						
L7T7U8	L7T7U8_ANOGA	Anopheles gambiae																		
Q7QB96	Q7QB96_ANOGA	Anopheles gambiae																		
Q7PJD4	Q7PJD4_ANOGA	Anopheles gambiae						Q7PJD4;						7165.AGAP011406-PA;						
L7RR92	L7RR92_ANOGA	Anopheles gambiae																		
C0L2Q9	C0L2Q9_ANOGA	Anopheles gambiae																		
A7UTP9	A7UTP9_ANOGA	Anopheles gambiae																		
Q7Q4S1	Q7Q4S1_ANOGA	Anopheles gambiae																		
A0NGI4	A0NGI4_ANOGA	Anopheles gambiae																		
Q868R2	Q868R2_ANOGA	Anopheles gambiae						Q868R2;												
Q7QFC4	Q7QFC4_ANOGA	Anopheles gambiae												7165.AGAP000405-PA;						
L7RSC9	L7RSC9_ANOGA	Anopheles gambiae												7165.AGAP006348-PA;						
Q9U454	Q9U454_ANOGA	Anopheles gambiae						Q9U454;						7165.AGAP005194-PA;						
A0NDU2	A0NDU2_ANOGA	Anopheles gambiae						A0NDU2;						7165.AGAP005167-PA;						
Q5TWH9	Q5TWH9_ANOGA	Anopheles gambiae																		
Q7PQZ9	Q7PQZ9_ANOGA	Anopheles gambiae						Q7PQZ9;						7165.AGAP002391-PA;						
Q6VVG4	Q6VVG4_ANOGA	Anopheles gambiae																		
Q7PQQ1	Q7PQQ1_ANOGA	Anopheles gambiae												7165.AGAP003207-PA;						
Q7QF46	Q7QF46_ANOGA	Anopheles gambiae																		
Q7QE57	Q7QE57_ANOGA	Anopheles gambiae												7165.AGAP000814-PA;						
O61488	O61488_ANOGA	Anopheles gambiae																		
Q7QG88	Q7QG88_ANOGA	Anopheles gambiae						Q7QG88;						7165.AGAP009554-PA;						
C0L2K3	C0L2K3_ANOGA	Anopheles gambiae																		
Q7PUK8	Q7PUK8_ANOGA	Anopheles gambiae																		
D2STZ2	D2STZ2_ANOGA	Anopheles gambiae												7165.AGAP006343-PA;						
Q7QFQ4	Q7QFQ4_ANOGA	Anopheles gambiae												7165.AGAP000618-PA;						
Q7Q066	Q7Q066_ANOGA	Anopheles gambiae																		
F5HKN0	F5HKN0_ANOGA	Anopheles gambiae																		
Q7PZJ9	Q7PZJ9_ANOGA	Anopheles gambiae						Q7PZJ9;						7165.AGAP011950-PA;						
Q7QAV0	Q7QAV0_ANOGA	Anopheles gambiae																		
Q7QD46	Q7QD46_ANOGA	Anopheles gambiae	2IRM;											7165.AGAP002953-PA;	X-ray crystallography (1)					
Q7PIY0	Q7PIY0_ANOGA	Anopheles gambiae																		
Q7Q530	Q7Q530_ANOGA	Anopheles gambiae						Q7Q530;												
Q7QDN2	Q7QDN2_ANOGA	Anopheles gambiae							Q7QDN2;					7165.AGAP004664-PA;						
F5HLW7	F5HLW7_ANOGA	Anopheles gambiae						F5HLW7;						7165.AGAP013280-PA;						
Q7PMS6	Q7PMS6_ANOGA	Anopheles gambiae																		
Q7PFG2	Q7PFG2_ANOGA	Anopheles gambiae																		
Q7PGK2	Q7PGK2_ANOGA	Anopheles gambiae												7165.AGAP002631-PA;						
F5HKD8	F5HKD8_ANOGA	Anopheles gambiae												7165.AGAP002952-PA;						
Q7PP52	Q7PP52_ANOGA	Anopheles gambiae																		
F5HLG1	F5HLG1_ANOGA	Anopheles gambiae												7165.AGAP003709-PA;						
Q7PID6	Q7PID6_ANOGA	Anopheles gambiae						Q7PID6;						7165.AGAP006209-PA;						
F5HKG9	F5HKG9_ANOGA	Anopheles gambiae																		
Q7PNR5	Q7PNR5_ANOGA	Anopheles gambiae						Q7PNR5;												
Q7PTK0	Q7PTK0_ANOGA	Anopheles gambiae												7165.AGAP002226-PA;						
F5HLM4	F5HLM4_ANOGA	Anopheles gambiae						F5HLM4;												
Q7KQ93	Q7KQ93_ANOGA	Anopheles gambiae						Q7KQ93;												
Q7QBG0	Q7QBG0_ANOGA	Anopheles gambiae												7165.AGAP003187-PA;						
F5HKX9	F5HKX9_ANOGA	Anopheles gambiae												7165.AGAP003076-PB;						
Q5TR86	Q5TR86_ANOGA	Anopheles gambiae																		
Q7PM39	Q7PM39_ANOGA	Anopheles gambiae												7165.AGAP009586-PA;						
Q7QKL2	Q7QKL2_ANOGA	Anopheles gambiae						Q7QKL2;						7165.AGAP003251-PA;						
Q7QHE5	Q7QHE5_ANOGA	Anopheles gambiae												7165.AGAP011156-PA;						
Q5TR22	Q5TR22_ANOGA	Anopheles gambiae												7165.AGAP006261-PA;						
Q7QJL2	Q7QJL2_ANOGA	Anopheles gambiae						Q7QJL2;	Q7QJL2;					7165.AGAP007565-PB;						
B2FWS1	B2FWS1_ANOGA	Anopheles gambiae												7165.AGAP004920-PA;						
Q7PFI1	Q7PFI1_ANOGA	Anopheles gambiae												7165.AGAP010932-PA;						
Q7PMA1	Q7PMA1_ANOGA	Anopheles gambiae												7165.AGAP009941-PA;						
Q5TP28	Q5TP28_ANOGA	Anopheles gambiae						Q5TP28;						7165.AGAP009822-PA;						
Q7QFD0	Q7QFD0_ANOGA	Anopheles gambiae												7165.AGAP000413-PA;						
Q7PLZ7	Q7PLZ7_ANOGA	Anopheles gambiae						Q7PLZ7;						7165.AGAP010292-PA;						
F1AN91	F1AN91_ANOGA	Anopheles gambiae																		
Q7PRW9	Q7PRW9_ANOGA	Anopheles gambiae												7165.AGAP000149-PA;						
F5HJZ0	F5HJZ0_ANOGA	Anopheles gambiae						F5HJZ0;						7165.AGAP000795-PA;						
A0ND51	A0ND51_ANOGA	Anopheles gambiae												7165.AGAP002688-PA;						
Q5TU37	Q5TU37_ANOGA	Anopheles gambiae												7165.AGAP003029-PA;						
B2G188	B2G188_ANOGA	Anopheles gambiae												7165.AGAP007050-PA;						
A0NDS1	A0NDS1_ANOGA	Anopheles gambiae																		
A0NCW8	A0NCW8_ANOGA	Anopheles gambiae																		
Q7PKG3	Q7PKG3_ANOGA	Anopheles gambiae																		
Q7PRY5	Q7PRY5_ANOGA	Anopheles gambiae						Q7PRY5;						7165.AGAP000479-PA;						
Q7QJE1	Q7QJE1_ANOGA	Anopheles gambiae												7165.AGAP007473-PA;						
Q7QE80	Q7QE80_ANOGA	Anopheles gambiae												7165.AGAP000783-PA;						
F2YBJ1	F2YBJ1_ANOGA	Anopheles gambiae												7165.AGAP007035-PA;						
Q7Q3I0	Q7Q3I0_ANOGA	Anopheles gambiae												7165.AGAP007885-PA;						
F5HJK8	F5HJK8_ANOGA	Anopheles gambiae																		
F5HJE1	F5HJE1_ANOGA	Anopheles gambiae																		
C6JX21	C6JX21_ANOGA	Anopheles gambiae												7165.AGAP003143-PA;						
Q7Q5P8	Q7Q5P8_ANOGA	Anopheles gambiae												7165.AGAP006280-PA;						
Q7PXK2	Q7PXK2_ANOGA	Anopheles gambiae												7165.AGAP001444-PA;						
F5HKI9	F5HKI9_ANOGA	Anopheles gambiae																		
Q7QID3	Q7QID3_ANOGA	Anopheles gambiae												7165.AGAP006791-PA;						
C6JWS4	C6JWS4_ANOGA	Anopheles gambiae												7165.AGAP001388-PA;						
B2G0P0	B2G0P0_ANOGA	Anopheles gambiae												7165.AGAP005065-PA;						
A0NDQ1	A0NDQ1_ANOGA	Anopheles gambiae												7165.AGAP004492-PA;						
A0ND11	A0ND11_ANOGA	Anopheles gambiae												7165.AGAP002725-PA;						
F5HLD0	F5HLD0_ANOGA	Anopheles gambiae																		
Q7QJV2	Q7QJV2_ANOGA	Anopheles gambiae												7165.AGAP007672-PA;						
F5HKH6	F5HKH6_ANOGA	Anopheles gambiae												7165.AGAP002891-PB;						
F5HL94	F5HL94_ANOGA	Anopheles gambiae												7165.AGAP013361-PA;						
Q7QI89	Q7QI89_ANOGA	Anopheles gambiae						Q7QI89;						7165.AGAP006723-PA;						
A7URU3	A7URU3_ANOGA	Anopheles gambiae																		
A7US53	A7US53_ANOGA	Anopheles gambiae																		
A7URU9	A7URU9_ANOGA	Anopheles gambiae																		
Q7PS96	Q7PS96_ANOGA	Anopheles gambiae						Q7PS96;						7165.AGAP003722-PA;						
A7UVN9	A7UVN9_ANOGA	Anopheles gambiae						A7UVN9;												
A7URE1	A7URE1_ANOGA	Anopheles gambiae						A7URE1;												
Q7PKD1	Q7PKD1_ANOGA	Anopheles gambiae																		
A7UUT6	A7UUT6_ANOGA	Anopheles gambiae																		
Q7PR87	Q7PR87_ANOGA	Anopheles gambiae												7165.AGAP002443-PA;						
F2YBK7	F2YBK7_ANOGA	Anopheles gambiae																		
Q7PNG3	Q7PNG3_ANOGA	Anopheles gambiae												7165.AGAP007837-PA;						
F2YBM7	F2YBM7_ANOGA	Anopheles gambiae												7165.AGAP007035-PA;						
Q7PRP0	Q7PRP0_ANOGA	Anopheles gambiae												7165.AGAP000756-PA;						
Q7Q7V0	Q7Q7V0_ANOGA	Anopheles gambiae												7165.AGAP005010-PA;						
Q7QDF5	Q7QDF5_ANOGA	Anopheles gambiae												7165.AGAP003468-PA;						
Q7PP24	Q7PP24_ANOGA	Anopheles gambiae												7165.AGAP005539-PA;						
Q7Q1K6	Q7Q1K6_ANOGA	Anopheles gambiae												7165.AGAP009739-PA;						
Q7Q3S9	Q7Q3S9_ANOGA	Anopheles gambiae							Q7Q3S9;					7165.AGAP008017-PB;						
Q7Q4U2	Q7Q4U2_ANOGA	Anopheles gambiae												7165.AGAP000870-PA;						
Q7Q9H5	Q7Q9H5_ANOGA	Anopheles gambiae							Q7Q9H5;					7165.AGAP005234-PA;						
Q7QBV9	Q7QBV9_ANOGA	Anopheles gambiae						Q7QBV9;						7165.AGAP002332-PA;						
Q7Q471	Q7Q471_ANOGA	Anopheles gambiae												7165.AGAP008264-PA;						
Q7PUU9	Q7PUU9_ANOGA	Anopheles gambiae												7165.AGAP001570-PA;						
Q7Q7F1	Q7Q7F1_ANOGA	Anopheles gambiae							Q7Q7F1;					7165.AGAP005344-PA;						
Q7Q5Y7	Q7Q5Y7_ANOGA	Anopheles gambiae												7165.AGAP006131-PA;						
